,VIN,Market_Value_Mean,Market_Value_Std,Count
2436,WDBLK70G1YT036785,7324.02,2146,21
2437,JTEBT17R98K005882,15706.93,3077,248
2438,WAUDGAFL6GA005659,32851.75,4503,158
2439,WBAPT73568CX00358,9222.2,1991,52
2440,WDDHF7EB4DA732254,38329.65,5185,32
2441,5J6YH17317L006247,8223.08,1811,62
2442,3GNDA73X48S618871,8543.29,1770,57
2443,WDBFA68F32F204471,20059.65,4687,36
2444,WBSEH93528CY24725,23223.93,4589,58
2445,YV1A92SW0F1239326,35494.88,5923,6
2446,4JGFD8KB7MA532210,145507.03,16155,307
2447,WP0AB2A85FK181334,67529.89,10752,162
2448,WBSBR93466PK12489,25657.39,5572,101
2449,WDDHF8JB5FB138684,24814.18,3917,542
2450,WBS2U7C5XKVJ07505,64137.44,4919,172
2451,WBAGG834XYDN77868,10080.23,2170,5
2452,1FADP3L90DL328957,15934.8,2894,731
2453,WDDUG6DB8GA245358,50597.79,6239,23
2454,TRUWT28N241005235,7998.83,1676,14
2455,WBY2Z2C50GV675876,77364.24,7781,189
2456,WDBAB93A8DN017286,14449.62,636,2
2457,1FAFP47V8WF165689,16384.31,3966,60
2458,4USCH7322TLB66872,9439.45,2656,76
2459,WAUGF78K29A212320,10383.08,2170,78
2460,WBAGG83471DN81592,10406.85,2721,19
2461,WBA3D5C59EKX99291,17217.2,3291,234
2462,WBAAR334XYJB35258,5874.4,1157,10
2463,1FAFP46V8XF178848,16743.45,3096,65
2464,WAUBGAFL5AA018367,15922.57,3179,137
2465,WVWFV7AJ0AW317724,10121.97,2039,231
2466,JT3VN39W1L0000050,8175.54,2415,13
2467,WAUKH74F77N115648,7927.78,1849,21
2468,5UMBT935X6LE89363,28245.14,6417,76
2469,JF4GG22695G055531,6903.05,1800,20
2470,WDBWK58F19F190300,18912.69,4446,60
2471,WUAPV64B13N905310,18307.53,4133,34
2472,1GCZGHFL8G1224494,27351.38,5953,61
2473,WDDHF7HB0BA403043,26736.39,4755,43
2474,1B7KF23D6WJ143541,11806.14,3372,106
2475,JHMBB615XYC008941,8225.0,1025,2
2476,JF1ZNAA18D1716060,17245.84,3007,1796
2477,WBSBL93455PN61420,23396.42,6262,86
2478,WBADP634XXBV62496,5872.25,1312,4
2479,2C3CDZBT1GH125483,30866.53,4181,1760
2480,4T1BF28B7YU038723,4800.19,1303,237
2481,YH4K10BA1CA000010,43044.78,13448,4
2482,JM1BK34L671668091,7818.76,2045,29
2483,WP0AB2A97CS120717,81094.47,12990,271
2484,JM1FB3311F0869824,13690.96,4258,12
2485,WBANN73526CN01869,7379.7,1654,56
2486,WBSBR93484PK07890,21848.86,5900,112
2487,4S3BL676164202618,8363.84,1808,31
2488,WDBFA76F5YF191398,22087.0,6787,5
2489,SBM11BAA0EW003013,139352.66,15005,19
2490,WBAUC9C54BVM09870,17429.24,3591,238
2491,JM1FE173850151399,7774.51,1691,57
2492,WDBCA35E2LA554010,13880.33,4518,7
2493,WBSDE93472CF90376,47409.04,15318,27
2494,WDBBA45A5BB006770,14143.27,3769,23
2495,JTEBU4BFXCK148490,29877.54,5434,679
2496,WP0EB0912JS170913,67966.5,13417,36
2497,1FA6P8CF0H5309184,34884.31,4194,4834
2498,WBSCD9323VEE05634,18076.02,4529,15
2499,WBY2Z6C57KVB82876,111895.9,11167,384
2500,JT3FJ80W6M0005353,16074.45,3441,18
2501,5TFJV52197X001884,14873.27,3301,45
2502,JHMEG2177RS001736,8123.9,2250,4
2503,JM1NB354240405005,17594.93,3962,35
2504,JHMBB6245YC800775,8031.57,2365,14
2505,1LNLM82W2SY761923,6597.3,2423,9
2506,JTEBU5JR6K5670595,43616.97,5267,11891
2507,WDDHF9CB8EA941173,46370.35,7426,35
2508,WDDEJ77X08A018363,28030.14,6406,79
2509,2MEBM75F1JX638097,800.0,0,1
2510,JTJHT00W813510950,14130.58,3573,64
2511,WP0JB0927HS862358,33327.39,9165,15
2512,WBAKE3C57CE769800,14098.76,2992,1451
2513,WBSBL93436PN65628,25657.39,5572,101
2514,1FTNW20F83EB21189,12832.12,3263,779
2515,1JCUM87A1FT181330,20768.22,5888,42
2516,1G1YY3385M5111241,12291.79,2666,126
2517,JHMAP1149YT007786,27604.34,6059,119
2518,JTJBT20X030017620,10898.67,2587,176
2519,WP0AB29857U781281,32706.63,6081,149
2520,1C6HJTFG5LL149889,49946.24,4607,2372
2521,KMHT36AH1LU003395,30953.87,2035,440
2522,JT8CH32Y7W1001156,11695.16,4292,5
2523,WBA8E1G53GNT72468,20266.09,3059,870
2524,JT6HT00W9Y0117884,12915.13,2964,103
2525,WBADM6346YGU17548,5114.34,1345,39
2526,1FA6P8JZ1L5551083,75038.54,9085,194
2527,JHMBB1177SC001456,19999.0,0,1
2528,5UXZW0C50D0B94985,17448.4,2804,260
2529,2G1FT1EW7A9134122,22945.24,4694,1890
2530,SALPL16411A455871,21328.04,3214,3
2531,WUARU78E67N906285,34986.2,6891,21
2532,WBA6B4C56DD098658,28598.65,4140,193
2533,1ZVBP8CF2E5257168,27148.08,4492,2438
2534,SAJWA6GL3EMK09809,45137.79,7001,241
2535,WUAENAFG4EN000274,121523.67,12168,34
2536,WBSNB935X7CX07412,20213.0,4377,27
2537,WV2NB47013H000643,18589.49,5191,37
2538,1G4GD2215W4710447,3720.24,485,4
2539,JM1NB3539Y0139172,9688.49,2105,110
2540,19UYA1259VL017420,3969.7,1053,10
2541,SALHV124XNA619192,20729.78,5815,5
2542,1FABP28M9FF230283,16835.68,5338,12
2543,WP0AC2A71BL090165,42874.23,6583,84
2544,YV1RS53D432274267,5495.0,0,1
2545,1G1YW2DWXC5106466,42165.74,5047,328
2546,WBSWD93558PY42015,29225.34,5695,356
2547,WDBUH56J46A983886,8076.84,1818,33
2548,JA32W5FVXFU010039,35254.94,6278,49
2549,JF4GG22625G054429,6903.05,1800,20
2550,WBSBL93452JR14737,20534.7,4952,115
2551,JT3FJ60G4F1132483,26912.72,6630,15
2552,WP0CA2A85DS113091,43790.52,6069,331
2553,JT2AE88C9F0110016,6000.0,0,1
2554,1G1BN81Y2JR134849,9995.0,0,1
2555,WBAPM5C55BE578203,16801.08,3884,925
2556,WAUMV44E67N003303,9084.89,1920,49
2557,WBXPC93408WE78846,7943.19,1620,560
2558,3C3CFFFH3CT378899,12269.33,2898,161
2559,WBSBL93444JR24646,21848.86,5900,112
2560,WUAKBAFX8L7900799,214968.72,20299,77
2561,WP1AB2AY6KDA62012,86778.28,7259,391
2562,JTJHT00W023518252,13892.51,3454,71
2563,SALTY19474A866112,11487.28,2738,56
2564,1FTCR10T1LUB69377,3648.37,1012,11
2565,4USCH3343YLF43016,10876.9,2546,49
2566,JM1NB354740409387,17594.93,3962,35
2567,WBABN51020JT82285,7875.55,1837,47
2568,19UUA65516A050027,6993.56,1658,708
2569,WBS3R9C55FK335422,45802.17,5631,1089
2570,JTEBU4BF2BK101033,27509.73,4948,491
2571,SAJWA43B895B31144,22500.07,5323,50
2572,WDBJF70H1XA834105,3793.23,1034,9
2573,1LNBM97F0HY706874,50000.0,0,1
2574,3C3CFFFH5DT512409,13202.71,2842,665
2575,WP0CB2943MN440313,20931.74,5744,4
2576,JN1HZ04S2CX458786,22098.93,6430,14
2577,JTJHT00W064019208,22362.72,5155,141
2578,JB3XE74C1NY012505,17157.48,4391,13
2579,JF1VA1A64F9813797,21943.05,3079,769
2580,WBAUC73568VF22445,12869.56,2743,160
2581,2G1FP22P1S2108116,12162.84,3175,99
2582,JT3HN86R1Y0302616,7515.44,1819,193
2583,1G1YZ22J4R5800397,13798.4,2918,112
2584,WDBTK75G76T059848,12000.83,2749,75
2585,WDDPK4HA5DF061768,24861.47,4067,275
2586,WBAEK13416CN72137,12852.02,2954,208
2587,SALTY15442A749865,7740.0,2078,16
2588,WDCYR49E32X130552,37405.99,7207,116
2589,ZAM45VMA1D0074306,51720.3,8153,258
2590,WBSNB93537CX07588,20213.0,4377,27
2591,JTEBU14R48K012885,13659.29,2770,984
2592,JM1BK34M781110115,9060.59,1978,104
2593,2B3CJ7DJXBH569153,30537.56,5723,213
2594,1G1YY2180K5125493,10678.15,2422,75
2595,SCFFDECN7CGG13736,92682.82,14079,16
2596,5YJYGDEFXLF003562,67489.33,6092,422
2597,ZFFYT53A730133114,102703.29,17034,41
2598,1FTWW32F5XEC20842,13921.88,3704,354
2599,1ZVBP8JZ4D5282942,59769.77,8524,176
2600,JF1ZNAA17D1720391,17245.84,3007,1796
2601,1J4FF48S71L505226,7269.58,2044,163
2602,WDBDA34D6GF178160,32247.55,10256,2
2603,JT8UF11E3M0067258,8642.72,2762,8
2604,WDBEA32E0SC212975,7144.05,2241,18
2605,WBSBK0334XEC40122,18065.14,4662,65
2606,WBAEG1317NCB42668,25944.05,7673,15
2607,WP0ZZZ91ZGS150623,60679.23,15528,56
2608,WVGPZ77L34D086573,9747.55,350,2
2609,1JCCM87E7GT018021,25039.09,6816,42
2610,WBSDE93453CF93164,37973.51,12339,20
2611,JH4DC53036S011314,12474.33,2129,46
2612,WDBJF72F9VA336419,4352.55,1077,22
2613,WBSBF9326SEH00437,24200.63,5621,18
2614,1GT40FDA2NU100169,115139.0,0,1
2615,1C3BA54E8FG208687,2025.0,0,1
2616,1FTCR11X0RPA87696,4602.47,1225,106
2617,1FTFW1R65EFC95395,41791.87,6744,1119
2618,WP1AC2A24GLA88789,71091.95,10532,113
2619,WDCYC7DF8GX243083,113213.79,15448,390
2620,WDBSK75F83F033479,15726.05,3557,554
2621,JN1AZ34E43T015379,11899.35,2908,218
2622,WA1VMBFE9BD004949,16515.76,2731,187
2623,JM1NB353550410627,10083.35,2625,40
2624,5UXFG8C55DL591571,24419.76,4036,114
2625,SAJEA03V931M68982,8325.87,2480,10
2626,1G1YY12S745101912,29275.84,5704,148
2627,WBSCN93411LK60210,70293.91,21227,7
2628,WBAUC73529VK80705,14732.61,3035,116
2629,WUAKNAFG9FN000663,135412.44,19774,7
2630,JT1V0LJ7309005241,27735.05,5130,4
2631,1ZVHT82HX55222256,14005.09,3517,684
2632,1G1YY23P9P5120921,14700.13,3557,116
2633,JTHBN30FX20091862,7734.73,1800,188
2634,1G1BL82P1RR182821,8631.02,1579,3
2635,WP0AB0915HS122315,69634.28,16984,59
2636,WBAPL3C52AA776167,12749.49,2780,113
2637,YV1A92TS4G1397066,28928.98,5809,17
2638,WBAEV53414KM05360,6830.24,1791,29
2639,YV4952BZXC1130251,14043.34,2947,58
2640,WBAUU33589A544765,10741.44,2361,35
2641,5TFHY5F19BX169484,25362.39,4529,386
2642,KNAE55LC0J6027768,40633.31,3409,1068
2643,WUAENAFG4CN000921,103384.68,13750,46
2644,1FTFW1RG7JFB28460,62905.94,6675,3482
2645,WDBLK74G62T122529,10904.89,3429,18
2646,KNAE55LC2J6025228,40633.31,3409,1068
2647,WDCYR49E52X131167,38794.49,6404,80
2648,1FMEU15N4TLB71837,21112.63,5811,83
2649,JA32W8FV2EU024727,33816.6,4876,203
2650,6G2EC57Y19L180050,19314.7,4126,331
2651,1GCHC34J7ES161245,18997.5,12731,2
2652,1G1YW2D76H5106643,67154.18,6834,1313
2653,5TEPX42N48Z543969,12572.46,2923,487
2654,WDBGA32E3TA298921,5288.78,2347,3
2655,WAULL44E35N016038,8418.36,1936,17
2656,3FADP4GX7EM236405,15072.94,3161,293
2657,WBA3R1C51EF774436,26137.13,4219,512
2658,JG1MR3367NK206011,1812.95,621,3
2659,1G6A15S64G0139299,67255.35,6435,183
2660,WP0CA29893U623872,15227.75,3186,137
2661,WAUXU54B12N103894,12845.88,3643,8
2662,JTEBU11F670030843,17256.33,3330,2460
2663,YV126MEBXF1188922,16583.35,3158,207
2664,YV4BZ982981015804,8419.73,1867,334
2665,4JGDA7EB3DA120386,35903.73,5409,77
2666,WAUDGAFL7EA142364,28022.25,5057,60
2667,WVGPT77L87D006173,12977.13,2932,3
2668,1J8GA64107L167560,17695.92,3451,122
2669,1ZVBP8JZ1D5283336,59769.77,8524,176
2670,WBSWL93528P330313,29225.34,5695,356
2671,WBA6D6C58JG945874,59920.79,8969,64
2672,WP0AB29886U785842,32469.22,5317,203
2673,JM1NB3533X0127064,9294.29,2381,184
2674,WU1ARBF18MD039605,152368.2,8947,78
2675,1GYS4GKJ1KR271251,64425.41,9089,42
2676,5YJ3E1EA4JF009048,46433.81,4352,3544
2677,JT3HJ85J7V0186762,20494.35,4764,20
2678,WDBFA68F6YF188999,14803.65,3980,77
2679,JTJHT00WX43537264,18505.94,4205,83
2680,JH4DC53002C014076,8434.77,1935,16
2681,WAUVVAFR3AA056882,18864.08,3349,112
2682,WP0CB298X3U663004,19088.1,3877,77
2683,WBSWL93578PL89101,29225.34,5695,356
2684,WBSBL93431JR11284,23895.88,6298,31
2685,JN1BZ34D27M505606,13959.59,2947,124
2686,WBSBR934X5PK09786,23396.42,6262,86
2687,JT4RN62S0H0168095,13299.05,4201,6
2688,1G1YY22G925101683,21041.33,4066,736
2689,WDDNG76X87A121058,19090.85,4458,40
2690,1G1YY2183K5110633,10678.15,2422,75
2691,WMWRE33536TL24663,7319.32,1677,305
2692,2HGEH339XRH503510,20000.0,0,2
2693,WMWSU9C55DT722624,22132.75,5005,136
2694,WBAEC7404F0606679,5124.52,1701,4
2695,JT4VD12FXS0014606,7527.47,2252,8
2696,WMWXM9C58J2F66198,30614.39,3267,58
2697,1FTEW1E51LFC02149,47415.12,7092,27497
2698,WP0AA0940DN454314,13486.16,4082,13
2699,WBABB131XNEC05851,16567.73,2975,11
2700,JTMCY7AJ0G4045318,66235.13,6525,147
2701,WAUGVAFR3CA020833,22898.57,4357,56
2702,JTJHT00W653552653,17898.68,4512,77
2703,1FATP8FF4K5179285,40577.63,4492,4538
2704,WBA8J1C51JA019159,35670.84,4224,280
2705,SCFLDCFP6EGJ00465,131730.91,22890,34
2706,JHMAP21414T005403,29060.19,6000,117
2707,JTEBU4BF4AK092432,24658.36,4900,651
2708,WAUVT68E43A126468,6472.94,1325,8
2709,WP0AA0928JN451719,13269.64,2865,5
2710,WP0CA2960RS840469,23121.88,5614,15
2711,JT8CH32YXX1002612,14428.0,2760,5
2712,JT2SW22N9M0027725,22540.45,4448,7
2713,JA3AN74K8SY009199,37598.33,11051,3
2714,3C3CFFJH5DT739266,13202.71,2842,665
2715,JT6HT00W3X0043280,12807.67,3177,54
2716,WVWPF7AJ8DW078980,22165.65,3926,176
2717,JTJHT00W343541611,18505.94,4205,83
2718,WBA3B9C50EP458796,22783.69,3779,379
2719,WBADN53442GF70348,8049.17,2221,19
2720,1ZVHT88S775292920,40069.18,6748,383
2721,55SWF6EB2LU331656,60810.38,5363,333
2722,1ZVBP8CU9D5257746,40119.14,6610,249
2723,1FTVW1EV9NWG03905,54941.62,12127,3958
2724,6G3F25RW7FL123457,42372.14,5731,254
2725,WP0AB2A98CS720372,81094.47,12990,271
2726,WBA2G3C32HV986798,38373.41,4468,210
2727,5YJRE11B181000162,89900.04,56568,2
2728,WP0CB29821U664936,17852.07,3652,114
2729,YV1LS5826T2328665,10811.24,5247,3
2730,SALHF1344SA651529,28213.58,7964,11
2731,WP0CA29987S765401,48707.3,7945,54
2732,WDDRK7JA0DA010048,157295.57,14222,6
2733,WP1AF2A51HLB60020,58845.55,7049,230
2734,1GTHK24G13E195629,14989.95,3797,293
2735,WBSDE934X1BZ97349,32576.16,6726,16
2736,WA1WMAFE4FD031951,29786.84,5576,115
2737,JM1NB353310204474,9699.7,2207,161
2738,3B7KC23W8XG191460,8416.49,2544,38
2739,JTDFR320930064086,13952.48,3092,115
2740,WDBEA51DXLB152750,25997.13,1417,2
2741,WBABB1306K8275216,13383.42,3769,17
2742,JM1NC26F680151506,14933.08,3018,262
2743,WDBED90E6NF209529,13816.84,1235,3
2744,JHMBB2250PC008677,19197.0,1999,3
2745,JF1GG29635H802635,10394.69,2362,34
2746,1G1YY3255T5111469,15950.52,3940,103
2747,WDBUF72X48B254585,9847.67,2270,57
2748,WAUCB28DXWA254311,4249.04,2474,2
2749,WDBFA67E4SF119275,9428.05,2699,41
2750,JM1FE173940140619,8293.54,2104,132
2751,JTJHT00W764008724,22362.72,5155,141
2752,1G1YY22G715128718,19669.65,3900,670
2753,WVWXM7AN1AE165629,7769.5,1725,109
2754,1FALP42T3RF133388,11059.95,3184,96
2755,1G6DW5472MR707898,23394.03,4750,11
2756,1FA6P8SJ7M5500407,71672.0,26271,2
2757,WBA3R5C56EF784726,26168.56,4074,408
2758,WP0EB0938JS070316,141948.03,40636,6
2759,WP1AB29P34LA72906,8809.22,1992,137
2760,WDDWJ8HB8LF968544,93605.79,10324,113
2761,WMWMM93589TF99436,9106.4,1867,12
2762,JTMCY7AJ2H4057553,71933.1,6600,136
2763,SALPM16491A458241,19876.94,3542,5
2764,JT3GM84R2Y0068116,6900.93,1946,14
2765,SALLDVAB8EA337804,34937.81,4838,5
2766,WP0CA29941S651807,29557.84,5704,172
2767,JTHDU46F685005466,19054.38,4267,69
2768,19UUA9E57DA004524,16128.95,2953,617
2769,JTJHT00W564017437,22362.72,5155,141
2770,WP0AA0928HN451424,11742.92,3981,12
2771,JM1NDAC71G0102426,24847.43,2987,589
2772,WP1AA2A22CLA06137,22312.47,3907,306
2773,SALDV2283RA945882,81132.89,19831,36
2774,JHMAP21474T005177,29060.19,6000,117
2775,1GCES14P34B111651,26101.82,4791,474
2776,JTEBU4BF6DK158516,33602.81,5456,663
2777,WP0AA2A82HK270154,57646.66,5949,139
2778,JTEBT17R940033963,9690.38,2205,278
2779,YV1MJ672892487954,10962.68,2263,6
2780,WAURFAFR8BA020282,13423.81,1975,83
2781,WBAWC73539E270452,11743.74,2759,202
2782,1G1YY2259T5106656,20107.83,4846,42
2783,1G1YN2DTXB5800288,86825.63,13899,51
2784,WP0AA2A93KS103852,113794.4,13849,192
2785,5YJ3E1EB4LF535305,50644.83,6110,2037
2786,WAUGGAFR1DA015822,25109.0,4842,23
2787,WUANWAF50MA902048,89893.7,7560,175
2788,JT3FJ62G8L1120376,27668.84,8687,5
2789,SALTY1242XA906885,6401.98,1726,9
2790,TRUAF38J081023940,11747.81,2217,101
2791,WDBTJ65JX5F153809,7018.96,1537,45
2792,5UMBT93577LY53222,26316.37,3316,31
2793,JTJBT20X870143438,15595.95,3475,454
2794,WAURD68D01A022935,13834.12,4471,17
2795,YV1AW8803N1923753,10700.33,1541,3
2796,JTHFN48Y950061298,19731.16,4705,303
2797,1N4BL11E36C145790,5305.06,1219,111
2798,WP0CA29802U621071,14374.5,3068,146
2799,WAUDGAFL6CA068979,21425.99,4894,32
2800,5UMCL93492LJ82396,41531.71,10176,8
2801,JTEBT14R878040493,12269.12,2521,1069
2802,WVWVF7AU4HW085044,34180.66,3522,659
2803,WDBPJ75J14A042598,12468.35,3046,31
2804,WBSDE93421BZ98432,32576.16,6726,16
2805,WDBPJ73J01A014936,12947.46,5431,4
2806,JM1NB3530Y0138802,9688.49,2105,110
2807,3GNFK16R9VG133432,5963.47,1588,36
2808,WBSDE93431BZ99430,32576.16,6726,16
2809,WP0JB0923JS861231,36173.67,9377,7
2810,WBAEV53445KM08285,6459.05,1353,21
2811,ZARFAEBNXH7535956,27480.36,3117,794
2812,JN1CZ24H3MX504217,19808.84,5255,13
2813,WBS2U7C05L7E17784,67198.21,5302,350
2814,1G1YY12S525124179,27736.17,5165,173
2815,JHMBA4129MC026662,9800.0,0,1
2816,1FADP3L99FL274612,19231.25,3077,662
2817,2C3CDXL96FH824971,56697.56,7910,91
2818,WDCYR71E45X156899,54905.74,7364,23
2819,4USCH7326TLB75610,9439.45,2656,76
2820,JH4DC2389VS001468,16097.5,2266,2
2821,WAUDD68D3YA057733,16708.75,3560,11
2822,JF4GG22625G054933,6903.05,1800,20
2823,WBS3R9C50HK709552,56065.71,7159,354
2824,WDDHH8JB2FB128334,32026.5,4828,51
2825,WDCYR49E15X163490,44788.61,8515,56
2826,5YJXCAE47GFS00425,73679.57,6716,340
2827,WBSBL93412JR14377,20534.7,4952,115
2828,1J4FJ67S8SL665841,5208.37,1167,12
2829,JTEBT14R560060603,11226.95,2339,1080
2830,2G2FV22G7Y2165446,19175.56,5141,42
2831,WBSBR93456PK10460,25657.39,5572,101
2832,WP1AD29P19LA62988,18880.33,3688,65
2833,1G2MN25B19Y000388,14973.07,4015,70
2834,WDBFA68F21F196099,15110.5,3607,50
2835,JT8UF11E7N0100117,5001.2,1059,10
2836,WAUHGCFLXFA132703,30025.14,4016,313
2837,WDBGA57E0SA224617,13320.76,3582,8
2838,WBABJ6323RJD34729,8978.1,1623,8
2839,JT3FJ60G8D0071481,32293.37,3838,3
2840,JTHBD192130074733,8422.58,2230,48
2841,9BWDE61JX24061967,5913.65,1436,15
2842,SALSH2E41CA718575,21664.65,4533,138
2843,JHMZE1350YT003950,4975.77,763,5
2844,1G1YZ23J8L5800764,32597.71,7981,35
2845,2G1FP32G022141257,19278.1,5487,275
2846,WDBAB93AXDN013370,14449.62,636,2
2847,3TMDZ5BN3GM003978,34481.83,4337,1337
2848,WDBGA32E8SA234209,5476.85,1576,7
2849,WF0DP3TH8H4121182,37789.68,4115,898
2850,WBSBK0339XEC41976,18065.14,4662,65
2851,1FAHP60A35Y105561,18035.12,4491,226
2852,JF4GG72606G051284,8245.51,353,2
2853,WP1AA2A27BLA04270,20162.14,3611,176
2854,WDBUH87X27X213432,8677.21,1818,34
2855,1C3AN65L45X041813,12988.85,3035,315
2856,JTJBT20X490174558,19394.98,3939,224
2857,WDBSK75F84F075684,15894.36,3661,301
2858,ZAMBB18A340011551,26473.44,6636,14
2859,WDCYR49E16X166732,33058.25,9611,8
2860,WDBFA67E6SF107998,9428.05,2699,41
2861,SCFSMGAW2LGN03387,146007.92,18812,168
2862,5TEUU42NX6Z257651,15405.18,3110,679
2863,SALMH134X8A274805,12043.27,2640,121
2864,SALPV1245XA426432,8296.65,2134,3
2865,JTEBU11F18K012790,19037.28,3861,1092
2866,WAUHGAFR1HA001140,29751.7,3601,77
2867,WDD7X8KB5KA001977,167265.34,14750,198
2868,JM1NB3531X0100512,9294.29,2381,184
2869,WBAUT9C53BA189886,12039.76,2010,21
2870,WMWMF73509TT96357,8619.14,1857,552
2871,YV1672MK4D2310699,16356.3,3694,107
2872,JT6HT00W3Y0079441,12915.13,2964,103
2873,WP1AE2A27GLA62746,43888.33,6050,161
2874,WDBSK70F49F154526,42617.42,7351,97
2875,4E3CG64F6PE090142,8000.0,0,1
2876,1C4GJWAG4DL660105,22674.61,3170,2762
2877,1FATP8FF9J5170385,37468.94,3965,3030
2878,WBADR63442GN92051,15497.05,709,2
2879,7SAXCDE52NF338609,150998.75,2708,4
2880,WBAEV53445KM08285,6459.05,1353,21
2881,WBAPT73579CX02525,10841.32,2609,22
2882,WMWXU3C50G2D31316,21015.32,3206,986
2883,WBSFV9C5XED593205,42563.14,6170,224
2884,JM1NA3513M0207350,9707.44,2687,60
2885,WP0AB29921S685720,61140.51,12430,76
2886,JF1GD70684L511076,22099.84,5443,54
2887,5UMDU93446LL93111,56851.75,15918,6
2888,WDCYC6BJ1KX324727,173351.48,16072,360
2889,1G1YY22P9S5107645,14307.01,3048,100
2890,JHMAP21476S005334,30141.94,5725,111
2891,4S3BL676X56213619,6866.49,1524,39
2892,6G2VX12G54L255983,16050.09,3756,185
2893,1FMNU42P74EB83669,16952.13,4582,113
2894,JT4RN01P7L7038230,6867.4,1227,5
2895,WBSAE0C02NCH37607,147927.49,8746,334
2896,WBAUC9C57BVM09135,17429.24,3591,238
2897,WP0AA2993XS625912,27856.38,5827,108
2898,TRUSX28N811048010,6512.56,1619,18
2899,WP0CB2A93MS248995,179123.7,17664,91
2900,JM1NB3538Y0151569,9688.49,2105,110
2901,WBA1J7C59GV290329,31291.06,3606,371
2902,WDBHA33G0XF883274,20137.8,4338,5
2903,JTJHT00W013509288,14130.58,3573,64
2904,1FAFP90S85Y401547,442433.11,69650,53
2905,WP0AB2A9XCS121862,81094.47,12990,271
2906,WBSBL93454PN59052,21848.86,5900,112
2907,1C4BJWFG9JL874523,48812.48,4866,4553
2908,1J7FT26L9LL131975,4499.59,707,2
2909,WBSDE93472CF90376,47409.04,15318,27
2910,WBSBL934X3JR23077,21332.78,5137,98
2911,ZAMFE39A880033988,19440.94,3729,55
2912,5YMGY0C53CLK27644,22802.18,4218,67
2913,WBSPM9C53BE203882,33375.0,6760,466
2914,WDBUH83J96X201780,9290.45,2075,12
2915,3VWVA7AT6CM604140,13203.48,2699,617
2916,19UYA42483A003039,5854.39,1140,18
2917,3VWPL7AJXDM601096,14775.75,2820,660
2918,WAUDN74FX8N030628,14899.34,2942,33
2919,JT3HN86R6V0091215,6365.12,1733,61
2920,WBA7H6C54JG614928,84733.73,9066,110
2921,JHMAP11491T002206,27254.86,6312,127
2922,WDBFA67E1SF117080,9428.05,2699,41
2923,JT6HT00W6Y0090921,12915.13,2964,103
2924,WBAEE1406H2560514,55351.84,14361,11
2925,WP0AA0958GN153089,24063.92,7049,36
2926,ZFFXA20A2G0061863,98390.62,11753,16
2927,WBA6B4C50FD986034,36941.51,5858,208
2928,WDBWK73F66F085413,22839.76,4674,54
2929,3C8FY78G93T608764,4704.72,1271,74
2930,WBAEK13466CN72229,12852.02,2954,208
2931,1G1FE1R72H0177798,35794.59,4148,1363
2932,WBA1J9C57GV696606,32380.02,3900,316
2933,ZAMEC38A460026830,25496.07,4976,19
2934,1FA6P8JZ5H5522855,60282.63,7425,684
2935,JHMAP21485S007477,28972.72,5903,147
2936,WP0AA29965S620197,46350.7,7949,111
2937,1FA6P8R05M5550283,63025.89,5925,1002
2938,JM1NC2PF9B0214619,19061.43,3331,212
2939,WBAEB460XC7510430,11897.18,852,2
2940,WBSAK0303J2197397,55939.32,9482,9
2941,YV1A0MTS0H2427343,38015.09,4085,7
2942,JM1NB353210203574,9699.7,2207,161
2943,JT2AE88C8G0231220,46750.05,4596,2
2944,SAJEA73B64TG09448,11304.48,2692,34
2945,JHMAP21436S001765,30141.94,5725,111
2946,WBSEK93547CY79001,22733.15,4589,148
2947,1J4BA3H1XAL201452,19524.7,3229,1509
2948,5UXFE83518L164402,9830.62,2154,254
2949,WDBBA48D2GA036019,23716.84,6734,82
2950,WBSBG9322WEY78555,19252.19,5467,37
2951,WP0CA2989XU629807,12951.82,2964,178
2952,WDDNG71X88A154036,14889.28,2983,726
2953,WBADB2403F0532060,12450.19,3464,2
2954,JTJHT00W033526160,16417.92,3991,69
2955,WAUMGAFL5CA083621,21425.99,4894,32
2956,JM1NA3517L0155042,11342.12,3059,77
2957,1FTFW1RG7LFB08437,74607.07,7088,1872
2958,WDBFA68F6YF188999,14803.65,3980,77
2959,3G7DA03E03S546914,3498.0,866,32
2960,1G1YR26R595800635,79880.14,12818,65
2961,JN1RZ27H6PX002201,11728.92,3080,23
2962,JTJHT00W923519805,13892.51,3454,71
2963,WUAC6BFR7DA900183,38186.27,5505,173
2964,WBAAF9316MEE70795,18220.21,2412,4
2965,1G1YC3D41N5106131,91108.61,13414,1329
2966,WDBRF76J26F734125,17530.57,6185,9
2967,SAJWA82C36TH02757,13808.9,4447,6
2968,4JGBB77E17A271307,14935.02,2917,24
2969,JF1VA2V63G9817745,30906.59,3477,586
2970,1FTFW1RG5KFB68151,69908.35,7008,3102
2971,1G1YY3255T5108152,15950.52,3940,103
2972,JH4DC54873C013318,4781.18,1279,40
2973,WAUF2AFCXEN005970,31374.04,4896,133
2974,1C3XU4530NF155850,4455.67,1141,12
2975,1FT6W1EV7NWG04314,54505.45,11057,1218
2976,ZAMEC38AX50016429,25068.12,5626,13
2977,SJAAC2ZV3HC013133,145277.73,18091,247
2978,WDDGJ7HB2DF979300,39134.21,6034,53
2979,1C4RJFDJ9FC681678,46227.64,5643,831
